blaOXA-648,blaOXA,WP_140423316.1,WP_140423316.1,AWB15831.1,MH188857.1,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-648,Carbapenemase
blaOXA-915,blaOXA,WP_168370988.1,WP_168370988.1,BCD52723.1,LC537318.1,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-915,Carbapenemase
blaOXA-991,blaOXA,WP_231869616.1,WP_231869616.1,QWA20190.1,MZ265743.1,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-991,Carbapenemase
blaOXA-1139,blaOXA,WP_256875621.1,WP_256875621.1,UTS94248.1,ON651495.1,OXA-143 family carbapenem-hydrolyzing class D beta-lactamase OXA-1139,Carbapenemase
blaOXA-182,blaOXA,WP_063861266.1,WP_063861266.1,ADK92148.1,HM640278.2,OXA-143 family carbapenem-hydrolyzing class D beta-lactamase OXA-182,Carbapenemase
blaOXA-231,blaOXA,WP_063862128.1,WP_063862128.1,AFG29918.1,JQ326200.2,OXA-143 family carbapenem-hydrolyzing class D beta-lactamase OXA-231,Carbapenemase
blaOXA-253,blaOXA,WP_032495764.1,WP_032495764.1,AGK07368.1,KC479324.2,OXA-143 family carbapenem-hydrolyzing class D beta-lactamase OXA-253,Carbapenemase
blaOXA-255,blaOXA,WP_063862440.1,WP_063862440.1,AGK07369.1,KC479325.2,OXA-143 family carbapenem-hydrolyzing class D beta-lactamase OXA-255,Carbapenemase
blaOXA-499,blaOXA,WP_063864112.1,WP_063864112.1,ALM96709.1,KT964029.1,OXA-143 family carbapenem-hydrolyzing class D beta-lactamase OXA-499,Carbapenemase
blaOXA-649,blaOXA,WP_109545071.1,WP_109545071.1,AWA42529.1,MH211242.1,OXA-143 family carbapenem-hydrolyzing class D beta-lactamase OXA-649,Carbapenemase
blaOXA-825,blaOXA,WP_140423318.1,WP_140423318.1,QCE31561.1,MK807021.1,OXA-143 family carbapenem-hydrolyzing class D beta-lactamase OXA-825,Carbapenemase
blaOXA-945,blaOXA,WP_204376235.1,WP_204376235.1,QQY97506.1,MW527086.1,OXA-143 family carbapenem-hydrolyzing class D beta-lactamase OXA-945,Carbapenemase
blaOXA-184,blaOXA,WP_002872405.1,WP_002872405.1,AFO09968.1,JQ396378.1,OXA-184 family class D beta-lactamase OXA-184,Beta-lactamase (unknown spectrum)
blaOXA-185,blaOXA,WP_063861300.1,WP_063861300.1,AFO09969.1,JQ396379.1,OXA-184 family class D beta-lactamase OXA-185,Beta-lactamase (unknown spectrum)
blaOXA-446,blaOXA,WP_063864084.1,WP_063864084.1,AKI29907.1,KR061495.1,OXA-184 family class D beta-lactamase OXA-446,Beta-lactamase (unknown spectrum)
blaOXA-447,blaOXA,WP_002934081.1,WP_002934081.1,AKI29908.1,KR061496.1,OXA-184 family class D beta-lactamase OXA-447,Beta-lactamase (unknown spectrum)
blaOXA-448,blaOXA,WP_063864085.1,WP_063864085.1,AKI29909.1,KR061497.1,OXA-184 family class D beta-lactamase OXA-448,Beta-lactamase (unknown spectrum)
blaOXA-449,blaOXA,WP_002893358.1,WP_002893358.1,AKI29910.1,KR061498.1,OXA-184 family class D beta-lactamase OXA-449,Beta-lactamase (unknown spectrum)
blaOXA-465,blaOXA,WP_052793969.1,WP_052793969.1,AKI29912.1,KR061500.1,OXA-184 family class D beta-lactamase OXA-465,Beta-lactamase (unknown spectrum)
blaOXA-466,blaOXA,WP_063864091.1,WP_063864091.1,AKI29913.1,KR061501.1,OXA-184 family class D beta-lactamase OXA-466,Beta-lactamase (unknown spectrum)
blaOXA-613,blaOXA,WP_109545111.1,WP_109545111.1,AWD39723.1,MH085568.1,OXA-184 family class D beta-lactamase OXA-613,Beta-lactamase (unknown spectrum)
blaOXA-614,blaOXA,WP_070233680.1,WP_070233680.1,AWD39722.1,MH085567.1,OXA-184 family class D beta-lactamase OXA-614,Beta-lactamase (unknown spectrum)
blaOXA-615,blaOXA,WP_109545115.1,WP_109545115.1,AWD39728.1,MH085574.1,OXA-184 family class D beta-lactamase OXA-615,Beta-lactamase (unknown spectrum)
blaOXA-616,blaOXA,WP_109545110.1,WP_109545110.1,AWD39721.1,MH085566.1,OXA-184 family class D beta-lactamase OXA-616,Beta-lactamase (unknown spectrum)
blaOXA-617,blaOXA,WP_109545114.1,WP_109545114.1,AWD39726.1,MH085571.1,OXA-184 family class D beta-lactamase OXA-617,Beta-lactamase (unknown spectrum)
blaOXA-618,blaOXA,WP_109545113.1,WP_109545113.1,AWD39725.1,MH085570.1,OXA-184 family class D beta-lactamase OXA-618,Beta-lactamase (unknown spectrum)
blaOXA-619,blaOXA,WP_109545075.1,WP_109545075.1,AWD39663.1,MH085498.1,OXA-184 family class D beta-lactamase OXA-619,Beta-lactamase (unknown spectrum)
blaOXA-620,blaOXA,WP_109545076.1,WP_109545076.1,AWD39664.1,MH085499.1,OXA-184 family class D beta-lactamase OXA-620,Beta-lactamase (unknown spectrum)
blaOXA-621,blaOXA,WP_109545116.1,WP_109545116.1,AWD39729.1,MH085575.1,OXA-184 family class D beta-lactamase OXA-621,Beta-lactamase (unknown spectrum)
blaOXA-622,blaOXA,WP_109545112.1,WP_109545112.1,AWD39724.1,MH085569.1,OXA-184 family class D beta-lactamase OXA-622,Beta-lactamase (unknown spectrum)
blaOXA-623,blaOXA,WP_002936877.1,WP_002936877.1,AWD39665.1,MH085500.1,OXA-184 family class D beta-lactamase OXA-623,Beta-lactamase (unknown spectrum)
blaOXA-624,blaOXA,WP_088303859.1,WP_088303859.1,AWD39727.1,MH085572.1,OXA-184 family class D beta-lactamase OXA-624,Beta-lactamase (unknown spectrum)
blaOXA-625,blaOXA,WP_052794776.1,WP_052794776.1,AWD39678.1,MH085513.1,OXA-184 family class D beta-lactamase OXA-625,Beta-lactamase (unknown spectrum)
blaOXA-626,blaOXA,WP_109545080.1,WP_109545080.1,AWD39669.1,MH085504.1,OXA-184 family class D beta-lactamase OXA-626,Beta-lactamase (unknown spectrum)
blaOXA-627,blaOXA,WP_109545081.1,WP_109545081.1,AWD39670.1,MH085505.1,OXA-184 family class D beta-lactamase OXA-627,Beta-lactamase (unknown spectrum)
blaOXA-628,blaOXA,WP_109545083.1,WP_109545083.1,AWD39672.1,MH085507.1,OXA-184 family class D beta-lactamase OXA-628,Beta-lactamase (unknown spectrum)
blaOXA-629,blaOXA,WP_057036510.1,WP_057036510.1,AWD39673.1,MH085508.1,OXA-184 family class D beta-lactamase OXA-629,Beta-lactamase (unknown spectrum)
blaOXA-630,blaOXA,WP_109545085.1,WP_109545085.1,AWD39675.1,MH085510.1,OXA-184 family class D beta-lactamase OXA-630,Beta-lactamase (unknown spectrum)
blaOXA-631,blaOXA,WP_109545079.1,WP_109545079.1,AWD39668.1,MH085503.1,OXA-184 family class D beta-lactamase OXA-631,Beta-lactamase (unknown spectrum)
blaOXA-632,blaOXA,WP_109545086.1,WP_109545086.1,AWD39679.1,MH085514.1,OXA-184 family class D beta-lactamase OXA-632,Beta-lactamase (unknown spectrum)
blaOXA-633,blaOXA,WP_109545082.1,WP_109545082.1,AWD39671.1,MH085506.1,OXA-184 family class D beta-lactamase OXA-633,Beta-lactamase (unknown spectrum)
blaOXA-634,blaOXA,WP_109545084.1,WP_109545084.1,AWD39674.1,MH085509.1,OXA-184 family class D beta-lactamase OXA-634,Beta-lactamase (unknown spectrum)
blaOXA-635,blaOXA,WP_109545078.1,WP_109545078.1,AWD39667.1,MH085502.1,OXA-184 family class D beta-lactamase OXA-635,Beta-lactamase (unknown spectrum)
blaOXA-636,blaOXA,WP_109545077.1,WP_109545077.1,AWD39666.1,MH085501.1,OXA-184 family class D beta-lactamase OXA-636,Beta-lactamase (unknown spectrum)
blaOXA-637,blaOXA,WP_052858477.1,WP_052858477.1,AWD39662.1,MH085497.1,OXA-184 family class D beta-lactamase OXA-637,Beta-lactamase (unknown spectrum)
blaOXA-638,blaOXA,WP_044779552.1,WP_044779552.1,AWD39720.1,MH085565.1,OXA-184 family class D beta-lactamase OXA-638,Beta-lactamase (unknown spectrum)
blaOXA-639,blaOXA,WP_053872444.1,WP_053872444.1,AWD39677.1,MH085512.1,OXA-184 family class D beta-lactamase OXA-639,Beta-lactamase (unknown spectrum)
blaOXA-640,blaOXA,WP_109545109.1,WP_109545109.1,AWD39719.1,MH085564.1,OXA-184 family class D beta-lactamase OXA-640,Beta-lactamase (unknown spectrum)
blaOXA-658,blaOXA,WP_070210118.1,WP_070210118.1,AWD39740.1,MH085573.1,OXA-184 family class D beta-lactamase OXA-658,Beta-lactamase (unknown spectrum)
blaOXA-783,blaOXA,WP_128268278.1,WP_128268278.1,AYX80687.1,MK181518.1,OXA-184 family class D beta-lactamase OXA-783,Beta-lactamase (unknown spectrum)
blaOXA-785,blaOXA,WP_126205827.1,WP_126205827.1,AYX80689.1,MK181520.1,OXA-184 family class D beta-lactamase OXA-785,Beta-lactamase (unknown spectrum)
blaOXA-1056,blaOXA,WP_240067734.1,WP_240067734.1,UKC75978.1,OM460738.1,OXA-198 family carbapenem-hydrolyzing class D beta-lactamase OXA-1056,Carbapenemase
blaOXA-1057,blaOXA,WP_240067735.1,WP_240067735.1,UKC75979.1,OM460739.1,OXA-198 family carbapenem-hydrolyzing class D beta-lactamase OXA-1057,Carbapenemase
blaOXA-1017,blaOXA,WP_219860730.1,WP_219860730.1,QXJ78545.1,MZ497412.1,OXA-2 family class D beta-lactamase OXA-1017,Beta-lactamase (unknown spectrum)
blaOXA-1049,blaOXA,WP_240067729.1,WP_240067729.1,UHO07587.1,OL901276.1,OXA-2 family class D beta-lactamase OXA-1049,Beta-lactamase (unknown spectrum)
blaOXA-1082,blaOXA,WP_242934102.1,WP_242934102.1,ULU82657.1,OM638108.1,OXA-2 family class D beta-lactamase OXA-1082,Beta-lactamase (unknown spectrum)
blaOXA-1084,blaOXA,WP_242934103.1,WP_242934103.1,ULU82659.1,OM638110.1,OXA-2 family class D beta-lactamase OXA-1084,Beta-lactamase (unknown spectrum)
blaOXA-1085,blaOXA,WP_242934104.1,WP_242934104.1,ULU82660.1,OM638111.1,OXA-2 family class D beta-lactamase OXA-1085,Beta-lactamase (unknown spectrum)
blaOXA-1136,blaOXA,WP_256875618.1,WP_256875618.1,UTS94244.1,ON651491.1,OXA-2 family class D beta-lactamase OXA-1136,Beta-lactamase (unknown spectrum)
blaOXA-210,blaOXA,WP_063861649.1,WP_063861649.1,AEE61368.1,JF795487.1,OXA-2 family class D beta-lactamase OXA-210,Beta-lactamase (unknown spectrum)
blaOXA-415,blaOXA,WP_034033256.1,WP_034033256.1,AIG94927.1,KJ865754.1,OXA-2 family class D beta-lactamase OXA-415,Beta-lactamase (unknown spectrum)
blaOXA-540,blaOXA,WP_071846203.1,WP_071846203.1,AHN60085.1,KJ138219.1,OXA-2 family class D beta-lactamase OXA-540,Beta-lactamase (unknown spectrum)
blaOXA-541,blaOXA,WP_071846384.1,WP_071846384.1,CAQ77073.1,FM179467.1,OXA-2 family class D beta-lactamase OXA-541,Beta-lactamase (unknown spectrum)
blaOXA-543,blaOXA,WP_058132644.1,WP_058132644.1,OPD39435.1,LLTZ01000057.1,OXA-2 family class D beta-lactamase OXA-543,Beta-lactamase (unknown spectrum)
blaOXA-544,blaOXA,WP_071537493.1,WP_071537493.1,OPD39420.1,LLMY01000078.1,OXA-2 family class D beta-lactamase OXA-544,Beta-lactamase (unknown spectrum)
blaOXA-737,blaOXA,WP_122630856.1,WP_122630856.1,AXQ11887.1,MH780095.1,OXA-2 family class D beta-lactamase OXA-737,Beta-lactamase (unknown spectrum)
blaOXA-838,blaOXA,WP_150823470.1,WP_150823470.1,QEJ74001.1,MN339504.1,OXA-2 family class D beta-lactamase OXA-838,Beta-lactamase (unknown spectrum)
blaOXA-141,blaOXA,WP_058177653.1,WP_058177653.1,ABQ15112.1,EF552405.1,OXA-2 family extended-spectrum class D beta-lactamase OXA-141,ESBL
blaOXA-15,blaOXA,WP_063861048.1,WP_063861048.1,AAB05874.1,U63835.1,OXA-2 family extended-spectrum class D beta-lactamase OXA-15,ESBL
blaOXA-161,blaOXA,WP_063861101.1,WP_063861101.1,ACT09125.1,GQ202693.1,OXA-2 family extended-spectrum class D beta-lactamase OXA-161,ESBL
blaOXA-226,blaOXA,WP_063861826.1,WP_063861826.1,ACM67635.1,FJ617207.1,OXA-2 family extended-spectrum class D beta-lactamase OXA-226,ESBL
blaOXA-32,blaOXA,WP_063862613.1,WP_063862613.1,AAK58418.1,AF315351.1,OXA-2 family extended-spectrum class D beta-lactamase OXA-32,ESBL
blaOXA-53,blaOXA,WP_063864223.1,WP_063864223.1,AAP43641.1,AY289608.1,OXA-2 family extended-spectrum class D beta-lactamase OXA-53,ESBL
blaOXA-539,blaOXA,WP_071593233.1,WP_071593233.1,APC23886.1,KY094077.1,OXA-2 family inhibitor-resistant extended-spectrum class D beta-lactamase OXA-539,ESBL
blaOXA-681,blaOXA,WP_122630881.1,WP_122630881.1,AYF58374.1,MH986647.1,OXA-2 family inhibitor-resistant extended-spectrum class D beta-lactamase OXA-681,Beta-lactamase (unknown spectrum)
blaOXA-21,blaOXA,WP_014386432.1,WP_014386432.1,CAA71699.2,Y10693.2,OXA-2 family oxacillin-hydrolyzing class D beta-lactamase OXA-21,ESBL
blaOXA-3,blaOXA,WP_063862540.1,WP_063862540.1,AAC41449.1,L07945.1,OXA-2 family oxacillin-hydrolyzing class D beta-lactamase OXA-3,Beta-lactamase (not ESBL or carbapenemase)
blaOXA-1044,blaOXA,WP_240067726.1,WP_240067726.1,UGY75799.1,OL809969.1,OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-1044,Carbapenemase
blaOXA-212,blaOXA,WP_063861677.1,WP_063861677.1,AEV91551.1,JN861780.1,OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-212,Carbapenemase
blaOXA-280,blaOXA,WP_004977701.1,WP_004977701.1,ENV74419.1,APPZ01000001.1,OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-280,Carbapenemase
blaOXA-281,blaOXA,WP_004697403.1,WP_004697403.1,ENU38533.1,APON01000041.1,OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-281,Carbapenemase
blaOXA-309,blaOXA,WP_063862593.1,WP_063862593.1,CCW28916.1,HF947514.1,OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-309,Carbapenemase
blaOXA-333,blaOXA,WP_063862693.1,WP_063862693.1,AGW16415.1,KF203107.1,OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-333,Carbapenemase
blaOXA-334,blaOXA,WP_063862698.1,WP_063862698.1,AGW16416.1,KF203108.1,OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-334,Carbapenemase
blaOXA-373,blaOXA,WP_063862740.1,WP_063862740.1,CDM87362.1,HG931732.1,OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-373,Carbapenemase
blaOXA-498,blaOXA,WP_063454569.1,WP_063454569.1,,LVIB01000024.1,OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-498,Carbapenemase
blaOXA-643,blaOXA,WP_140423312.1,WP_140423312.1,AWB15826.1,MH188852.1,OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-643,Carbapenemase
blaOXA-644,blaOXA,WP_140423313.1,WP_140423313.1,AWB15827.1,MH188853.1,OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-644,Carbapenemase
blaOXA-645,blaOXA,WP_140423314.1,WP_140423314.1,AWB15828.1,MH188854.1,OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-645,Carbapenemase
blaOXA-650,blaOXA,WP_140423317.1,WP_140423317.1,AWI33277.1,MH294485.1,OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-650,Carbapenemase
blaOXA-651,blaOXA,WP_058870660.1,WP_058870660.1,KUG37347.1,LBMO01000061.1,OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-651,Carbapenemase
blaOXA-652,blaOXA,WP_058951457.1,WP_058951457.1,ALV71466.1,CP010350.1,OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-652,Carbapenemase
blaOXA-662,blaOXA,WP_114699274.1,WP_114699274.1,AXC08554.1,MH549402.1,OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-662,Carbapenemase
blaOXA-1000,blaOXA,WP_231869625.1,WP_231869625.1,QWA20199.1,MZ265752.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-1000,Carbapenemase
blaOXA-1002,blaOXA,WP_231869626.1,WP_231869626.1,QWA20202.1,MZ265755.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-1002,Carbapenemase
blaOXA-1003,blaOXA,WP_231869627.1,WP_231869627.1,QWA20203.1,MZ265756.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-1003,Carbapenemase
blaOXA-1007,blaOXA,WP_231869630.1,WP_231869630.1,QWA20207.1,MZ265760.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-1007,Carbapenemase
blaOXA-1008,blaOXA,WP_231869631.1,WP_231869631.1,QWA20208.1,MZ265761.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-1008,Carbapenemase
blaOXA-1009,blaOXA,WP_231869632.1,WP_231869632.1,QWA20209.1,MZ265762.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-1009,Carbapenemase
blaOXA-1010,blaOXA,WP_231869633.1,WP_231869633.1,QWA20210.1,MZ265763.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-1010,Carbapenemase
blaOXA-1050,blaOXA,WP_240067730.1,WP_240067730.1,UHO07589.1,OL901278.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-1050,Carbapenemase
blaOXA-1137,blaOXA,WP_256875619.1,WP_256875619.1,UTS94246.1,ON651493.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-1137,Carbapenemase
blaOXA-1138,blaOXA,WP_256875620.1,WP_256875620.1,UTS94247.1,ON651494.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-1138,Carbapenemase
blaOXA-267,blaOXA,WP_005041180.1,WP_005041180.1,ENV93423.1,APQH01000006.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-267,Carbapenemase
blaOXA-268,blaOXA,WP_003651390.1,WP_003651390.1,ENU09033.1,APOE01000008.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-268,Carbapenemase
blaOXA-269,blaOXA,WP_016138346.1,WP_016138346.1,EOQ63861.1,APQJ01000007.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-269,Carbapenemase
blaOXA-270,blaOXA,WP_016141238.1,WP_016141238.1,EOQ69512.1,APQM01000006.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-270,Carbapenemase
blaOXA-271,blaOXA,WP_016145058.1,WP_016145058.1,EOQ72432.1,APQO01000006.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-271,Carbapenemase
blaOXA-272,blaOXA,WP_005076320.1,WP_005076320.1,ENW16915.1,APQP01000003.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-272,Carbapenemase
blaOXA-273,blaOXA,WP_005069609.1,WP_005069609.1,ENW12288.1,APQN01000012.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-273,Carbapenemase
blaOXA-304,blaOXA,WP_005304617.1,WP_005304617.1,ENX45276.1,APSC01000007.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-304,Carbapenemase
blaOXA-305,blaOXA,WP_004792810.1,WP_004792810.1,ENV02983.1,APPF01000021.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-305,Carbapenemase
blaOXA-322,blaOXA,WP_063862632.1,WP_063862632.1,AGW16404.1,KF203096.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-322,Carbapenemase
blaOXA-323,blaOXA,WP_063862638.1,WP_063862638.1,AGW16405.1,KF203097.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-323,Carbapenemase
blaOXA-324,blaOXA,WP_063862643.1,WP_063862643.1,AGW16406.1,KF203098.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-324,Carbapenemase
blaOXA-325,blaOXA,WP_063862646.1,WP_063862646.1,AGW16407.1,KF203099.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-325,Carbapenemase
blaOXA-326,blaOXA,WP_063862651.1,WP_063862651.1,AGW16408.1,KF203100.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-326,Carbapenemase
blaOXA-327,blaOXA,WP_063862656.1,WP_063862656.1,AGW16409.1,KF203101.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-327,Carbapenemase
blaOXA-328,blaOXA,WP_063862662.1,WP_063862662.1,AGW16410.1,KF203102.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-328,Carbapenemase
blaOXA-329,blaOXA,WP_063862667.1,WP_063862667.1,AGW16411.1,KF203103.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-329,Carbapenemase
blaOXA-330,blaOXA,WP_063862674.1,WP_063862674.1,AGW16412.1,KF203104.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-330,Carbapenemase
blaOXA-331,blaOXA,WP_063862682.1,WP_063862682.1,AGW16413.1,KF203105.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-331,Carbapenemase
blaOXA-332,blaOXA,WP_063862690.1,WP_063862690.1,AGW16414.1,KF203106.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-332,Carbapenemase
blaOXA-348,blaOXA,WP_063862718.1,WP_063862718.1,AGW83446.1,KF297577.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-348,Carbapenemase
blaOXA-349,blaOXA,WP_063862719.1,WP_063862719.1,AGW83447.1,KF297578.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-349,Carbapenemase
blaOXA-350,blaOXA,WP_063862721.1,WP_063862721.1,AGW83448.1,KF297579.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-350,Carbapenemase
blaOXA-351,blaOXA,WP_063862722.1,WP_063862722.1,AGW83449.1,KF297580.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-351,Carbapenemase
blaOXA-352,blaOXA,WP_063862723.1,WP_063862723.1,AGW83450.1,KF297581.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-352,Carbapenemase
blaOXA-353,blaOXA,WP_063862724.1,WP_063862724.1,AGW83451.1,KF297582.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-353,Carbapenemase
blaOXA-354,blaOXA,WP_063862725.1,WP_063862725.1,AGW83452.1,KF297583.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-354,Carbapenemase
blaOXA-357,blaOXA,WP_063862728.1,WP_063862728.1,AGZ83153.1,KF421160.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-357,Carbapenemase
blaOXA-358,blaOXA,WP_063862729.1,WP_063862729.1,AGZ83154.1,KF421161.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-358,Carbapenemase
blaOXA-359,blaOXA,WP_063862730.1,WP_063862730.1,AGZ83155.1,KF421162.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-359,Carbapenemase
blaOXA-417,blaOXA,WP_057089822.1,WP_057089822.1,AIU44173.1,KM220587.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-417,Carbapenemase
blaOXA-421,blaOXA,WP_017386798.1,WP_017386798.1,AIZ00987.1,KM401566.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-421,Carbapenemase
blaOXA-500,blaOXA,WP_002121386.1,WP_002121386.1,ALP13523.1,KU167108.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-500,Carbapenemase
blaOXA-501,blaOXA,WP_063864113.1,WP_063864113.1,ALP13525.1,KU167110.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-501,Carbapenemase
blaOXA-502,blaOXA,WP_032003497.1,WP_032003497.1,ALP13526.1,KU167111.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-502,Carbapenemase
blaOXA-503,blaOXA,WP_063864114.1,WP_063864114.1,ALP13524.1,KU167109.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-503,Carbapenemase
blaOXA-506,blaOXA,WP_032007272.1,WP_032007272.1,AMB17205.1,KU571454.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-506,Carbapenemase
blaOXA-522,blaOXA,WP_068981637.1,WP_068981637.1,ANW47167.1,KX599408.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-522,Carbapenemase
blaOXA-526,blaOXA,WP_068981641.1,WP_068981641.1,ANW47168.1,KX599409.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-526,Carbapenemase
blaOXA-533,blaOXA,WP_068611377.1,WP_068611377.1,ANZ80603.1,KX668472.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-533,Carbapenemase
blaOXA-563,blaOXA,WP_085562417.1,WP_085562417.1,ARB50423.1,KY767021.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-563,Carbapenemase
blaOXA-564,blaOXA,WP_085562418.1,WP_085562418.1,ARB50424.1,KY767022.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-564,Carbapenemase
blaOXA-642,blaOXA,WP_014206564.1,WP_014206564.1,AWA42531.1,MH212162.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-642,Carbapenemase
blaOXA-678,blaOXA,WP_122630860.1,WP_122630860.1,AXQ11891.1,MH780099.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-678,Carbapenemase
blaOXA-777,blaOXA,WP_122630923.1,WP_122630923.1,AYN72943.1,MK087756.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-777,Carbapenemase
blaOXA-778,blaOXA,WP_122630924.1,WP_122630924.1,AYN72945.1,MK087758.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-778,Carbapenemase
blaOXA-801,blaOXA,WP_136512092.1,WP_136512092.1,QBQ03026.1,MK645913.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-801,Carbapenemase
blaOXA-802,blaOXA,WP_136512093.1,WP_136512093.1,QBQ03027.1,MK645914.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-802,Carbapenemase
blaOXA-803,blaOXA,WP_136512094.1,WP_136512094.1,QBQ03028.1,MK645915.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-803,Carbapenemase
blaOXA-804,blaOXA,WP_136512095.1,WP_136512095.1,QBQ03029.1,MK645916.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-804,Carbapenemase
blaOXA-805,blaOXA,WP_136512096.1,WP_136512096.1,QBQ03030.1,MK645917.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-805,Carbapenemase
blaOXA-819,blaOXA,WP_032053762.1,WP_032053762.1,QBQ03044.1,MK645931.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-819,Carbapenemase
blaOXA-820,blaOXA,WP_032057042.1,WP_032057042.1,QBQ03045.1,MK645932.1,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-820,Carbapenemase
