tree	brid	length	support	terminal	depth	topodepth	rootdepth	rightname	comments	leftname	rightcomment	leftcomment
0	388	0.01402	N/A	true	0	1	16	ENX56371.1	[&NCBIFamily="OXA-286familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000195	[]	[]
0	389	0.07274	N/A	false	1	3	15	NODE_0000196	[&NCBIFamily="OXA-286familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000194	[]	[]
0	390	0.03935	N/A	true	0	1	16	ENX18112.1	[&NCBIFamily="OXA-286familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000196	[]	[]
0	391	0.08933	N/A	false	1	2	16	NODE_0000197	[&NCBIFamily="OXA-286familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000196	[]	[]
0	392	0.01472	N/A	true	0	1	17	WP_032879257.1	[&NCBIFamily="OXA-286familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000197	[]	[]
0	393	0.00414	N/A	true	0	1	17	WP_016651348.1	[&NCBIFamily="OXA-286familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000197	[]	[]
0	394	0.49229	N/A	false	2	147	5	NODE_0000198	[&NCBIFamily="OXA-50familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000119	[]	[]
0	395	0.4395	N/A	false	1	22	6	NODE_0000199	[&NCBIFamily="OXA-50familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000198	[]	[]
0	396	0.00138	N/A	true	0	1	7	WP_031694184.1	[&NCBIFamily="OXA-50familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000199	[]	[]
0	397	0.00686	N/A	false	1	21	7	NODE_0000200	[&NCBIFamily="OXA-50familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000199	[]	[]
0	398	0	N/A	true	0	1	8	WP_003161096.1	[&NCBIFamily="OXA-50familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000200	[]	[]
0	399	0.00412	N/A	false	1	20	8	NODE_0000201	[&NCBIFamily="OXA-50familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000200	[]	[]
0	400	0.0041	N/A	false	1	7	9	NODE_0000202	[&NCBIFamily="OXA-50familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000201	[]	[]
0	401	0.0041	N/A	true	0	1	10	WP_223146972.1	[&NCBIFamily="OXA-50familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000202	[]	[]
0	402	0	N/A	false	1	6	10	NODE_0000203	[&NCBIFamily="OXA-50familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000202	[]	[]
0	403	0	N/A	false	1	2	11	NODE_0000204	[&NCBIFamily="OXA-50familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000203	[]	[]
0	404	0.00408	N/A	true	0	1	12	WP_023132404.1	[&NCBIFamily="OXA-50familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000204	[]	[]
0	405	0.00409	N/A	true	0	1	12	WP_256875615.1	[&NCBIFamily="OXA-50familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000204	[]	[]
0	406	0	N/A	false	2	4	11	NODE_0000205	[&NCBIFamily="OXA-50familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000203	[]	[]
0	407	0.00824	N/A	false	1	2	12	NODE_0000206	[&NCBIFamily="OXA-50familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000205	[]	[]
0	408	0.00408	N/A	true	0	1	13	WP_196658681.1	[&NCBIFamily="OXA-50familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000206	[]	[]
0	409	0.00824	N/A	true	0	1	13	WP_256875617.1	[&NCBIFamily="OXA-50familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000206	[]	[]
0	410	0.00408	N/A	false	1	2	12	NODE_0000207	[&NCBIFamily="OXA-50familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000205	[]	[]
0	411	0.00832	N/A	true	0	1	13	WP_256875614.1	[&NCBIFamily="OXA-50familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000207	[]	[]
0	412	0.0041	N/A	true	0	1	13	WP_256875616.1	[&NCBIFamily="OXA-50familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000207	[]	[]
0	413	0	N/A	false	2	13	9	NODE_0000208	[&NCBIFamily="OXA-50familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000201	[]	[]
0	414	0.00409	N/A	false	1	2	10	NODE_0000209	[&NCBIFamily="OXA-50familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000208	[]	[]
0	415	0.00409	N/A	true	0	1	11	KSG40284.1	[&NCBIFamily="OXA-50familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000209	[]	[]
0	416	0.00409	N/A	true	0	1	11	QIC04089.1	[&NCBIFamily="OXA-50familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000209	[]	[]
0	417	0	N/A	false	2	11	10	NODE_0000210	[&NCBIFamily="OXA-50familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000208	[]	[]
0	418	0.0041	N/A	false	1	4	11	NODE_0000211	[&NCBIFamily="OXA-50familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000210	[]	[]
0	419	0.00409	N/A	true	0	1	12	WP_031757092.1	[&NCBIFamily="OXA-50familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000211	[]	[]
0	420	0	N/A	false	1	3	12	NODE_0000212	[&NCBIFamily="OXA-50familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000211	[]	[]
0	421	0	N/A	true	0	1	13	TKV86805.1	[&NCBIFamily="OXA-50familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000212	[]	[]
0	422	0	N/A	false	1	2	13	NODE_0000213	[&NCBIFamily="OXA-50familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000212	[]	[]
0	423	0.00409	N/A	true	0	1	14	WP_019485147.1	[&NCBIFamily="OXA-50familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000213	[]	[]
0	424	0.0041	N/A	true	0	1	14	WP_031691948.1	[&NCBIFamily="OXA-50familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000213	[]	[]
0	425	0	N/A	false	1	7	11	NODE_0000214	[&NCBIFamily="OXA-50familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000210	[]	[]
0	426	0	N/A	true	0	1	12	WP_014603442.1	[&NCBIFamily="OXA-50familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000214	[]	[]
0	427	0	N/A	false	1	6	12	NODE_0000215	[&NCBIFamily="OXA-50familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000214	[]	[]
0	428	0.00408	N/A	true	0	1	13	WP_223146973.1	[&NCBIFamily="OXA-50familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000215	[]	[]
0	429	0	N/A	false	1	5	13	NODE_0000216	[&NCBIFamily="OXA-50familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000215	[]	[]
0	430	0.00409	N/A	false	1	2	14	NODE_0000217	[&NCBIFamily="OXA-50familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000216	[]	[]
0	431	0	N/A	true	0	1	15	QEJ80883.1	[&NCBIFamily="OXA-50familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000217	[]	[]
0	432	0.0041	N/A	true	0	1	15	WP_150823477.1	[&NCBIFamily="OXA-50familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000217	[]	[]
0	433	0.00411	N/A	false	1	3	14	NODE_0000218	[&NCBIFamily="OXA-50familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000216	[]	[]
0	434	0.0041	N/A	true	0	1	15	WP_164461292.1	[&NCBIFamily="OXA-50familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000218	[]	[]
0	435	0	N/A	false	1	2	15	NODE_0000219	[&NCBIFamily="OXA-50familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000218	[]	[]
0	436	0	N/A	true	0	1	16	WP_015649877.1	[&NCBIFamily="OXA-50familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000219	[]	[]
0	437	0.00827	N/A	true	0	1	16	WP_024916334.1	[&NCBIFamily="OXA-50familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000219	[]	[]
0	438	0.13762	N/A	false	2	125	6	NODE_0000220	[&NCBIFamily="OXA-63familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000198	[]	[]
0	439	0.3272	N/A	false	1	2	7	NODE_0000221	[&NCBIFamily="OXA-63familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000220	[]	[]
0	440	0.24788	N/A	true	0	1	8	WP_242934120.1	[&NCBIFamily="OXA-63familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000221	[]	[]
0	441	0.47965	N/A	true	0	1	8	WP_032835180.1	[&NCBIFamily="oxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000221	[]	[]
0	442	0.12833	N/A	false	2	123	7	NODE_0000222	[&NCBIFamily="OXA-63familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000220	[]	[]
0	443	0.1122	N/A	false	2	40	8	NODE_0000223	[&NCBIFamily="OXA-48familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000222	[]	[]
0	444	0.09299	N/A	false	2	18	9	NODE_0000224	[&NCBIFamily="OXA-48familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000223	[]	[]
0	445	0.13817	N/A	false	2	4	10	NODE_0000225	[&NCBIFamily="carbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000224	[]	[]
0	446	0.17267	N/A	false	1	2	11	NODE_0000226	[&NCBIFamily="carbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000225	[]	[]
0	447	0.46574	N/A	true	0	1	12	WP_075071939.1	[&NCBIFamily="carbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000226	[]	[]
0	448	0.71518	N/A	true	0	1	12	WP_219860714.1	[&NCBIFamily="classDbeta-lactamase"]	NODE_0000226	[]	[]
0	449	0.37112	N/A	false	1	2	11	NODE_0000227	[&NCBIFamily="carbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000225	[]	[]
0	450	0.28226	N/A	true	0	1	12	WP_094865115.1	[&NCBIFamily="carbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000227	[]	[]
0	451	0.36959	N/A	true	0	1	12	WP_219860728.1	[&NCBIFamily="OXA-372familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000227	[]	[]
0	452	0.1579	N/A	false	2	14	10	NODE_0000228	[&NCBIFamily="OXA-48familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000224	[]	[]
0	453	0.11405	N/A	false	1	4	11	NODE_0000229	[&NCBIFamily="OXA-10familyclassDbeta-lactamase"]	NODE_0000228	[]	[]
0	454	0.78567	N/A	true	0	1	12	WP_012045014.1	[&NCBIFamily="classDbeta-lactamase"]	NODE_0000229	[]	[]
0	455	0.50557	N/A	false	1	3	12	NODE_0000230	[&NCBIFamily="OXA-10familyclassDbeta-lactamase"]	NODE_0000229	[]	[]
0	456	0.02591	N/A	true	0	1	13	WP_240067727.1	[&NCBIFamily="OXA-10familyclassDbeta-lactamase"]	NODE_0000230	[]	[]
0	457	0.01269	N/A	false	1	2	13	NODE_0000231	[&NCBIFamily="OXA-10familyclassDbeta-lactamase"]	NODE_0000230	[]	[]
0	458	0.00374	N/A	true	0	1	14	WP_219860727.1	[&NCBIFamily="OXA-10familyclassDbeta-lactamase"]	NODE_0000231	[]	[]
0	459	0.00757	N/A	true	0	1	14	WP_240067732.1	[&NCBIFamily="OXA-10familyclassDbeta-lactamase"]	NODE_0000231	[]	[]
0	460	0.12495	N/A	false	2	10	11	NODE_0000232	[&NCBIFamily="OXA-48familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000228	[]	[]
0	461	0.24949	N/A	false	1	4	12	NODE_0000233	[&NCBIFamily="OXA-48familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000232	[]	[]
0	462	0	N/A	true	0	1	13	WP_231869643.1	[&NCBIFamily="OXA-48familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000233	[]	[]
0	463	0.00752	N/A	false	1	3	13	NODE_0000234	[&NCBIFamily="OXA-48familyclassDbeta-lactamase"]	NODE_0000233	[]	[]
0	464	0.00374	N/A	true	0	1	14	WP_231869591.1	[&NCBIFamily="OXA-48familyclassDbeta-lactamase"]	NODE_0000234	[]	[]
0	465	0	N/A	false	1	2	14	NODE_0000235	[&NCBIFamily="OXA-48familyclassDbeta-lactamase"]	NODE_0000234	[]	[]
0	466	0.00375	N/A	true	0	1	15	WP_231869592.1	[&NCBIFamily="OXA-48familyclassDbeta-lactamase"]	NODE_0000235	[]	[]
0	467	0.00377	N/A	true	0	1	15	WP_240067733.1	[&NCBIFamily="OXA-48familyclassDbeta-lactamase"]	NODE_0000235	[]	[]
0	468	0.45398	N/A	false	1	6	12	NODE_0000236	[&NCBIFamily="OXA-55familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000232	[]	[]
0	469	0.01274	N/A	true	0	1	13	WP_213994604.1	[&NCBIFamily="OXA-55familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000236	[]	[]
0	470	0.00576	N/A	false	1	5	13	NODE_0000237	[&NCBIFamily="OXA-55familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000236	[]	[]
0	471	0.00753	N/A	true	0	1	14	WP_213994603.1	[&NCBIFamily="OXA-55familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000237	[]	[]
0	472	0.00371	N/A	false	1	4	14	NODE_0000238	[&NCBIFamily="OXA-55familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000237	[]	[]
0	473	0.00398	N/A	true	0	1	15	WP_025889747.1	[&NCBIFamily="OXA-55familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000238	[]	[]
0	474	0.02063	N/A	false	1	3	15	NODE_0000239	[&NCBIFamily="OXA-55familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000238	[]	[]
0	475	0.01816	N/A	true	0	1	16	WP_052248074.1	[&NCBIFamily="OXA-55familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000239	[]	[]
0	476	0.0092	N/A	false	1	2	16	NODE_0000240	[&NCBIFamily="OXA-55familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000239	[]	[]
0	477	0.02306	N/A	true	0	1	17	WP_213994601.1	[&NCBIFamily="OXA-55familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000240	[]	[]
0	478	0.01387	N/A	true	0	1	17	WP_213994602.1	[&NCBIFamily="OXA-55familycarbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000240	[]	[]
0	479	0.78578	N/A	false	1	22	9	NODE_0000241	[&NCBIFamily="OXA-2familyclassDbeta-lactamase"]	NODE_0000223	[]	[]
0	480	0.00796	N/A	true	0	1	10	WP_219860730.1	[&NCBIFamily="OXA-2familyclassDbeta-lactamase"]	NODE_0000241	[]	[]
0	481	0	N/A	false	1	21	10	NODE_0000242	[&NCBIFamily="OXA-2familyclassDbeta-lactamase"]	NODE_0000241	[]	[]
0	482	0	N/A	false	1	3	11	NODE_0000243	[&NCBIFamily="OXA-2familyclassDbeta-lactamase"]	NODE_0000242	[]	[]
0	483	0.00397	N/A	true	0	1	12	ACT09125.1	[&NCBIFamily="OXA-2familyextended-spectrumclassDbeta-lactamase"]	NODE_0000243	[]	[]
0	484	0	N/A	false	1	2	12	NODE_0000244	[&NCBIFamily="OXA-2familyclassDbeta-lactamase"]	NODE_0000243	[]	[]
0	485	0.00397	N/A	true	0	1	13	QEJ74001.1	[&NCBIFamily="OXA-2familyclassDbeta-lactamase"]	NODE_0000244	[]	[]
0	486	0.00398	N/A	true	0	1	13	CAQ77073.1	[&NCBIFamily="OXA-2familyclassDbeta-lactamase"]	NODE_0000244	[]	[]
0	487	0	N/A	false	2	18	11	NODE_0000245	[&NCBIFamily="OXA-2familyclassDbeta-lactamase"]	NODE_0000242	[]	[]
0	488	0	N/A	false	1	2	12	NODE_0000246	[&NCBIFamily="OXA-2familyclassDbeta-lactamase"]	NODE_0000245	[]	[]
0	489	0.00396	N/A	true	0	1	13	ACM67635.1	[&NCBIFamily="OXA-2familyextended-spectrumclassDbeta-lactamase"]	NODE_0000246	[]	[]
0	490	0.00399	N/A	true	0	1	13	WP_122630881.1	[&NCBIFamily="OXA-2familyinhibitor-resistantextended-spectrumclassDbeta-lactamase"]	NODE_0000246	[]	[]
0	491	0	N/A	false	1	16	12	NODE_0000247	[&NCBIFamily="OXA-2familyclassDbeta-lactamase"]	NODE_0000245	[]	[]
0	492	0	N/A	true	0	1	13	AAB59082.1	[&NCBIFamily="oxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000247	[]	[]
0	493	0	N/A	false	1	15	13	NODE_0000248	[&NCBIFamily="OXA-2familyclassDbeta-lactamase"]	NODE_0000247	[]	[]
0	494	0	N/A	false	1	3	14	NODE_0000249	[&NCBIFamily="OXA-2familyclassDbeta-lactamase"]	NODE_0000248	[]	[]
0	495	0.00396	N/A	true	0	1	15	AAK58418.1	[&NCBIFamily="OXA-2familyextended-spectrumclassDbeta-lactamase"]	NODE_0000249	[]	[]
0	496	0.00397	N/A	false	1	2	15	NODE_0000250	[&NCBIFamily="OXA-2familyclassDbeta-lactamase"]	NODE_0000249	[]	[]
0	497	0	N/A	true	0	1	16	AAK15582.1	[&NCBIFamily="oxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000250	[]	[]
0	498	0.00397	N/A	true	0	1	16	OPD39435.1	[&NCBIFamily="OXA-2familyclassDbeta-lactamase"]	NODE_0000250	[]	[]
0	499	0	N/A	false	2	12	14	NODE_0000251	[&NCBIFamily="OXA-2familyclassDbeta-lactamase"]	NODE_0000248	[]	[]
0	500	0	N/A	false	1	2	15	NODE_0000252	[&NCBIFamily="OXA-2familyclassDbeta-lactamase"]	NODE_0000251	[]	[]
0	501	0.00397	N/A	true	0	1	16	AEE61368.1	[&NCBIFamily="OXA-2familyclassDbeta-lactamase"]	NODE_0000252	[]	[]
0	502	0	N/A	true	0	1	16	WP_071593233.1	[&NCBIFamily="OXA-2familyinhibitor-resistantextended-spectrumclassDbeta-lactamase"]	NODE_0000252	[]	[]
0	503	0	N/A	false	2	10	15	NODE_0000253	[&NCBIFamily="OXA-2familyclassDbeta-lactamase"]	NODE_0000251	[]	[]
0	504	0	N/A	false	1	3	16	NODE_0000254	[&NCBIFamily="OXA-2familyclassDbeta-lactamase"]	NODE_0000253	[]	[]
0	505	0.00397	N/A	true	0	1	17	AHN60085.1	[&NCBIFamily="OXA-2familyclassDbeta-lactamase"]	NODE_0000254	[]	[]
0	506	0.00335	N/A	false	1	2	17	NODE_0000255	[&NCBIFamily="OXA-2familyclassDbeta-lactamase"]	NODE_0000254	[]	[]
0	507	0.00102	N/A	true	0	1	18	ABQ15112.1	[&NCBIFamily="OXA-2familyextended-spectrumclassDbeta-lactamase"]	NODE_0000255	[]	[]
0	508	0.00355	N/A	true	0	1	18	AIG94927.1	[&NCBIFamily="OXA-2familyclassDbeta-lactamase"]	NODE_0000255	[]	[]
0	509	0	N/A	false	2	7	16	NODE_0000256	[&NCBIFamily="OXA-2familyclassDbeta-lactamase"]	NODE_0000253	[]	[]
0	510	0	N/A	false	1	2	17	NODE_0000257	[&NCBIFamily="OXA-2familyclassDbeta-lactamase"]	NODE_0000256	[]	[]
0	511	0.00397	N/A	true	0	1	18	OPD39420.1	[&NCBIFamily="OXA-2familyclassDbeta-lactamase"]	NODE_0000257	[]	[]
0	512	0.00397	N/A	true	0	1	18	WP_122630856.1	[&NCBIFamily="OXA-2familyclassDbeta-lactamase"]	NODE_0000257	[]	[]
0	513	0	N/A	false	2	5	17	NODE_0000258	[&NCBIFamily="OXA-2familyclassDbeta-lactamase"]	NODE_0000256	[]	[]
0	514	0.00399	N/A	false	1	2	18	NODE_0000259	[&NCBIFamily="OXA-2familyclassDbeta-lactamase"]	NODE_0000258	[]	[]
0	515	0.00425	N/A	true	0	1	19	AAG24866.1	[&NCBIFamily="OXA-2familyclassDbeta-lactamase"]	NODE_0000259	[]	[]
0	516	0	N/A	true	0	1	19	WP_240067729.1	[&NCBIFamily="OXA-2familyclassDbeta-lactamase"]	NODE_0000259	[]	[]
0	517	0.00397	N/A	false	1	3	18	NODE_0000260	[&NCBIFamily="OXA-2familyclassDbeta-lactamase"]	NODE_0000258	[]	[]
0	518	0	N/A	true	0	1	19	AAB05874.1	[&NCBIFamily="OXA-2familyextended-spectrumclassDbeta-lactamase"]	NODE_0000260	[]	[]
0	519	0.05804	N/A	false	1	2	19	NODE_0000261	[&NCBIFamily="OXA-2familyclassDbeta-lactamase"]	NODE_0000260	[]	[]
0	520	0.12991	N/A	true	0	1	20	WP_211816370.1	[&NCBIFamily="classDbeta-lactamase"]	NODE_0000261	[]	[]
0	521	0.04963	N/A	true	0	1	20	WP_256875618.1	[&NCBIFamily="OXA-2familyclassDbeta-lactamase"]	NODE_0000261	[]	[]
0	522	0.16017	N/A	false	1	83	8	NODE_0000262	[&NCBIFamily="OXA-63familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000222	[]	[]
0	523	0.76019	N/A	true	0	1	9	WP_051601260.1	[&NCBIFamily="carbapenem-hydrolyzingclassDbeta-lactamase"]	NODE_0000262	[]	[]
0	524	0.60643	N/A	false	1	82	9	NODE_0000263	[&NCBIFamily="OXA-1familyclassDbeta-lactamase"]	NODE_0000262	[]	[]
0	525	0.75221	N/A	false	2	14	10	NODE_0000264	[&NCBIFamily="OXA-1familyclassDbeta-lactamase"]	NODE_0000263	[]	[]
0	526	0.01531	N/A	false	1	4	11	NODE_0000265	[&NCBIFamily="OXA-1familyclassDbeta-lactamase"]	NODE_0000264	[]	[]
0	527	0.00384	N/A	true	0	1	12	WP_179284339.1	[&NCBIFamily="OXA-1familyclassDbeta-lactamase"]	NODE_0000265	[]	[]
0	528	0	N/A	false	1	3	12	NODE_0000266	[&NCBIFamily="OXA-1familyclassDbeta-lactamase"]	NODE_0000265	[]	[]
0	529	0	N/A	true	0	1	13	AAN41430.1	[&NCBIFamily="OXA-1familyclassDbeta-lactamase"]	NODE_0000266	[]	[]
0	530	0	N/A	false	1	2	13	NODE_0000267	[&NCBIFamily="OXA-1familyclassDbeta-lactamase"]	NODE_0000266	[]	[]
0	531	0.00384	N/A	true	0	1	14	AAP69225.1	[&NCBIFamily="OXA-1familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000267	[]	[]
0	532	0.01161	N/A	true	0	1	14	WP_122630857.1	[&NCBIFamily="OXA-1familyclassDbeta-lactamase"]	NODE_0000267	[]	[]
0	533	0.0081	N/A	false	2	10	11	NODE_0000268	[&NCBIFamily="OXA-1familyclassDbeta-lactamase"]	NODE_0000264	[]	[]
0	534	0.00385	N/A	false	1	5	12	NODE_0000269	[&NCBIFamily="OXA-1familyclassDbeta-lactamase"]	NODE_0000268	[]	[]
0	535	0	N/A	true	0	1	13	WP_110612827.1	[&NCBIFamily="OXA-1familyclassDbeta-lactamase"]	NODE_0000269	[]	[]
0	536	0.00385	N/A	false	1	4	13	NODE_0000270	[&NCBIFamily="OXA-1familyclassDbeta-lactamase"]	NODE_0000269	[]	[]
0	537	0.00386	N/A	true	0	1	14	AEQ73521.1	[&NCBIFamily="OXA-1familyclassDbeta-lactamase"]	NODE_0000270	[]	[]
0	538	0	N/A	false	1	3	14	NODE_0000271	[&NCBIFamily="OXA-1familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000270	[]	[]
0	539	0	N/A	true	0	1	15	AET05998.1	[&NCBIFamily="OXA-1familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000271	[]	[]
0	540	0	N/A	false	1	2	15	NODE_0000272	[&NCBIFamily="OXA-1familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000271	[]	[]
0	541	0.00386	N/A	true	0	1	16	AAK52604.1	[&NCBIFamily="OXA-1familyextended-spectrumclassDbeta-lactamase"]	NODE_0000272	[]	[]
0	542	0	N/A	true	0	1	16	AAG23871.1	[&NCBIFamily="OXA-1familyoxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000272	[]	[]
0	543	0	N/A	false	2	5	12	NODE_0000273	[&NCBIFamily="OXA-1familyclassDbeta-lactamase"]	NODE_0000268	[]	[]
0	544	0	N/A	false	1	2	13	NODE_0000274	[&NCBIFamily="OXA-1familyclassDbeta-lactamase"]	NODE_0000273	[]	[]
0	545	0	N/A	true	0	1	14	AFB82783.1	[&NCBIFamily="oxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000274	[]	[]
0	546	0	N/A	true	0	1	14	WP_231869587.1	[&NCBIFamily="OXA-1familyclassDbeta-lactamase"]	NODE_0000274	[]	[]
0	547	0	N/A	false	1	3	13	NODE_0000275	[&NCBIFamily="OXA-1familyclassDbeta-lactamase"]	NODE_0000273	[]	[]
0	548	0.00387	N/A	true	0	1	14	WP_069280711.1	[&NCBIFamily="OXA-1familyclassDbeta-lactamase"]	NODE_0000275	[]	[]
0	549	0	N/A	false	1	2	14	NODE_0000276	[&NCBIFamily="OXA-1familyclassDbeta-lactamase"]	NODE_0000275	[]	[]
0	550	0.00386	N/A	true	0	1	15	AGR55864.1	[&NCBIFamily="OXA-1familyclassDbeta-lactamase"]	NODE_0000276	[]	[]
0	551	0	N/A	true	0	1	15	ALL27283.1	[&NCBIFamily="oxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000276	[]	[]
0	552	0.23897	N/A	false	1	68	10	NODE_0000277	[&NCBIFamily="oxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000263	[]	[]
0	553	0.45496	N/A	true	0	1	11	CAC35728.1	[&NCBIFamily="oxacillin-hydrolyzingclassDbeta-lactamase"]	NODE_0000277	[]	[]
0	554	0.2251	N/A	false	1	67	11	NODE_0000278	[&NCBIFamily="classDbeta-lactamase"]	NODE_0000277	[]	[]
0	555	0.39502	N/A	false	1	13	12	NODE_0000279	[&NCBIFamily="OXA-12familyclassDbeta-lactamase"]	NODE_0000278	[]	[]
0	556	0.17078	N/A	true	0	1	13	WP_152315468.1	[&NCBIFamily="extended-spectrumclassDbeta-lactamase"]	NODE_0000279	[]	[]
0	557	0.03188	N/A	false	1	12	13	NODE_0000280	[&NCBIFamily="OXA-12familyclassDbeta-lactamase"]	NODE_0000279	[]	[]
0	558	0.03872	N/A	false	2	6	14	NODE_0000281	[&NCBIFamily="OXA-12familyclassDbeta-lactamase"]	NODE_0000280	[]	[]
0	559	0.01482	N/A	false	1	3	15	NODE_0000282	[&NCBIFamily="OXA-12familyclassDbeta-lactamase"]	NODE_0000281	[]	[]
0	560	0.00784	N/A	true	0	1	16	WP_058052637.1	[&NCBIFamily="OXA-12familyclassDbeta-lactamase"]	NODE_0000282	[]	[]
0	561	0.00978	N/A	false	1	2	16	NODE_0000283	[&NCBIFamily="OXA-12familyclassDbeta-lactamase"]	NODE_0000282	[]	[]
